Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1697704742062,0,0,0,0,0,0,0,0,0,0,46.05249786376953,43.81521987915039,43.02238464355469,46.29712677001953,44.48108673095703,43.01638412475586,41.07496643066406,40.93780517578125,43.58137130737305,42.250457763671875,46.28600311279297,45.34099578857422,14.997264862060547,8.79931926727295,5.083196640014648,3.5064897537231445,2.9648802280426025,1.5787389278411865,1.105067253112793,0.9459202885627747,11.260120391845703,34359738368,0,10010755072,0
108,1697704742062,0,0,0,0,0,0,0,0,0,0,46.05249786376953,43.81521987915039,43.02238464355469,46.29712677001953,44.48108673095703,43.01638412475586,41.07496643066406,40.93780517578125,43.58137130737305,42.250457763671875,46.28599548339844,45.34099197387695,14.997286796569824,8.799317359924316,5.083195209503174,3.5064895153045654,2.9648797512054443,1.5787386894226074,1.1050670146942139,0.9459202289581299,11.260120391845703,34359738368,0,10011607040,0
109,1697704742171,0,0,0,0,0,0,0,0,0,0,46.05249786376953,43.81521987915039,43.02238464355469,46.29712677001953,44.48108673095703,43.01638412475586,41.07496643066406,40.93780517578125,43.58137130737305,42.250457763671875,46.28601837158203,45.341007232666016,14.997358322143555,8.799344062805176,5.083189010620117,3.506510019302368,2.9648754596710205,1.5787365436553955,1.1050654649734497,0.9459187984466553,11.260120391845703,34359738368,0,10039197696,0
109,1697704742281,0,0,0,0,0,0,0,0,0,0,46.05249786376953,43.81521987915039,43.02238464355469,46.29712677001953,44.48108673095703,43.01638412475586,41.07496643066406,40.93780517578125,43.58137130737305,42.250457763671875,46.286041259765625,45.34104537963867,14.997453689575195,8.79942512512207,5.083272933959961,3.5065577030181885,2.9649240970611572,1.5787866115570068,1.1051031351089478,0.9459437131881714,11.260120391845703,34359738368,0,10127867904,0
102,1697704742391,0,0,0,0,0,0,0,0,0,0,46.73709487915039,44.21864318847656,44.95026397705078,47.7828254699707,45.727020263671875,44.12494659423828,42.127349853515625,41.96565628051758,44.420814514160156,43.10343933105469,46.28611755371094,45.34112548828125,14.997551918029785,8.799503326416016,5.083357334136963,3.5066444873809814,2.965024709701538,1.5788501501083374,1.1051801443099976,0.9460339546203613,11.260120391845703,34359738368,0,10271424512,0
106,1697704742496,0,0,0,0,0,0,0,0,0,0,46.73709487915039,44.21864318847656,44.95026397705078,47.7828254699707,45.727020263671875,44.12494659423828,42.127349853515625,41.96565628051758,44.420814514160156,43.10343933105469,46.28617477416992,45.34117126464844,14.9976224899292,8.799582481384277,5.08342981338501,3.5066921710968018,2.9650728702545166,1.5789002180099487,1.1052048206329346,0.9460720419883728,11.260120391845703,34359738368,0,10297065472,0
107,1697704742604,0,0,0,0,0,0,0,0,0,0,46.73709487915039,44.21864318847656,44.95026397705078,47.7828254699707,45.727020263671875,44.12494659423828,42.127349853515625,41.96565628051758,44.420814514160156,43.10343933105469,46.28621292114258,45.341209411621094,14.997681617736816,8.799650192260742,5.0834879875183105,3.506713628768921,2.965094804763794,1.5789110660552979,1.105216383934021,0.9460706114768982,11.260120391845703,34359738368,0,10351296512,0
107,1697704742711,0,0,0,0,0,0,0,0,0,0,46.73709487915039,44.21864318847656,44.95026397705078,47.7828254699707,45.727020263671875,44.12494659423828,42.127349853515625,41.96565628051758,44.420814514160156,43.10343933105469,46.286231994628906,45.341251373291016,14.997686386108398,8.799650192260742,5.0834808349609375,3.506708860397339,2.96509051322937,1.5789088010787964,1.1052149534225464,0.9460694193840027,11.260120391845703,34359738368,0,10351656960,0
108,1697704742819,0,0,0,0,0,0,0,0,0,0,46.73709487915039,44.21864318847656,44.95026397705078,47.7828254699707,45.727020263671875,44.12494659423828,42.127349853515625,41.96565628051758,44.420814514160156,43.10343933105469,46.28622055053711,45.34123611450195,14.99766731262207,8.799637794494629,5.083474159240723,3.5067036151885986,2.9650866985321045,1.578906536102295,1.1052134037017822,0.9460680484771729,11.937541961669922,34359738368,0,10345660416,0
109,1697704742928,0,0,0,0,0,0,0,0,0,0,46.73709487915039,44.21864318847656,44.95026397705078,47.7828254699707,45.727020263671875,44.12494659423828,42.127349853515625,41.96565628051758,44.420814514160156,43.10343933105469,46.28620910644531,45.341209411621094,14.99767017364502,8.799626350402832,5.083466529846191,3.5066990852355957,2.9650824069976807,1.5789042711257935,1.1052117347717285,0.9460667371749878,11.937541961669922,34359738368,0,10345660416,0
