Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1697705135976,0,0,0,0,0,0,0,0,0,0,0,0,39,39,37,37,37,37,24.471006393432617,0.97596675157547,4.623888969421387,0.9598089456558228,19.204694747924805,0.9754734039306641,14.703813552856445,0.9726508259773254,10.335861206054688,0.9689822793006897,8.305813789367676,0.9641126990318298,10.24088191986084,17179869184,2147483648,8439291904,432537600
102,1697705135976,0,0,0,0,0,0,0,0,0,0,0,0,39,39,37,37,37,37,24.471040725708008,0.9759653210639954,4.623885631561279,0.9598076343536377,19.204679489135742,0.975472092628479,14.703851699829102,0.9726495742797852,10.335853576660156,0.9689809083938599,8.305807113647461,0.9641120433807373,10.24088191986084,17179869184,2147483648,8439611392,432537600
103,1697705136079,0,0,0,0,0,0,0,0,0,0,0,0,39,39,37,37,37,37,24.47093963623047,0.9759584665298462,4.623849868774414,0.9598008394241333,19.20467185974121,0.9754652380943298,14.70374870300293,0.9726426601409912,10.33578109741211,0.9689741134643555,8.305743217468262,0.9641044735908508,10.24088191986084,17179869184,2147483648,8436662272,432537600
101,1697705136183,0,0,0,0,0,0,0,0,0,0,0,0,40,39,37,38,38,37,24.47090721130371,0.9759508967399597,4.623817443847656,0.9597940444946289,19.204593658447266,0.9754575490951538,14.703644752502441,0.9726350903511047,10.335763931274414,0.9689671993255615,8.305684089660645,0.9640976786613464,10.24088191986084,17179869184,2147483648,8433926144,432537600
102,1697705136286,0,0,0,0,0,0,0,0,0,0,0,0,40,39,37,38,38,37,24.47085952758789,0.9759439826011658,4.623785018920898,0.959786593914032,19.20454216003418,0.9754506945610046,14.70354175567627,0.9726282358169556,10.335691452026367,0.9689597487449646,8.305625915527344,0.964090883731842,10.24088191986084,17179869184,2147483648,8433967104,432537600
104,1697705136388,0,0,0,0,0,0,0,0,0,0,0,0,40,39,37,38,38,37,24.47075653076172,0.9759371280670166,4.623748779296875,0.9597798585891724,19.204463958740234,0.9754438996315002,14.703437805175781,0.9726214408874512,10.335618019104004,0.9689528346061707,8.305567741394043,0.9640834331512451,10.24088191986084,17179869184,2147483648,8433971200,432537600
101,1697705136493,0,0,0,0,0,0,0,0,0,0,0,0,40,39,37,38,38,37,24.470706939697266,0.9759294986724854,4.623716354370117,0.959773063659668,19.20439910888672,0.975436270236969,14.703332901000977,0.9726138710975647,10.33560848236084,0.9689460396766663,8.305502891540527,0.9640766382217407,10.24088191986084,17179869184,2147483648,8461676544,432537600
104,1697705136596,0,0,0,0,0,0,0,0,0,0,0,0,40,39,37,38,38,37,24.470605850219727,0.9759225845336914,4.623683452606201,0.959765613079071,19.204389572143555,0.975429356098175,14.70322036743164,0.9726070165634155,10.335528373718262,0.9689385294914246,8.305444717407227,0.9640698432922363,10.24088191986084,17179869184,2147483648,8461676544,432537600
104,1697705136701,0,0,0,0,0,0,0,0,0,0,0,0,40,39,37,38,38,37,24.470502853393555,0.975915789604187,4.623647689819336,0.9597588181495667,19.204254150390625,0.9754224419593811,14.703115463256836,0.9726001024246216,10.335454940795898,0.9689317345619202,8.305379867553711,0.9640623927116394,10.21873950958252,17179869184,2147483648,8461586432,432537600
100,1697705136806,0,0,0,0,0,0,0,0,0,0,0,0,40,39,37,38,38,37,24.47038459777832,0.9759081602096558,4.62361478805542,0.9597513675689697,19.204105377197266,0.9754149317741394,14.703011512756348,0.9725925326347351,10.335375785827637,0.9689241647720337,8.30532169342041,0.964055597782135,10.21873950958252,17179869184,2147483648,8461598720,432537600
