Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1697705176203,0,0,0,0,0,0,0,0,0,0,0,0,39,38,37,38,37,37,24.43607521057129,0.9753149151802063,4.617977142333984,0.9592029452323914,19.168779373168945,0.9748927354812622,14.673789978027344,0.9720788598060608,10.31617259979248,0.9684910178184509,8.290475845336914,0.9635655283927917,10.300789833068848,17179869184,2147483648,8456396800,432537600
100,1697705176204,0,0,0,0,0,0,0,0,0,0,0,0,39,38,37,38,37,37,24.436128616333008,0.9753142595291138,4.617970943450928,0.9592022895812988,19.1688232421875,0.9748920798301697,14.673779487609863,0.9720775485038757,10.316165924072266,0.9684902429580688,8.290464401245117,0.9635647535324097,10.300789833068848,17179869184,2147483648,8456716288,432537600
99,1697705176305,0,0,0,0,0,0,0,0,0,0,0,0,39,38,37,38,37,37,24.43609619140625,0.9753066897392273,4.61793851852417,0.9591954946517944,19.168743133544922,0.9748851656913757,14.673677444458008,0.9720706343650818,10.316085815429688,0.9685531258583069,8.29047679901123,0.9635580778121948,10.300789833068848,17179869184,2147483648,8451092480,432537600
99,1697705176405,0,0,0,0,0,0,0,0,0,0,0,0,39,38,37,38,37,37,24.43599510192871,0.9752998352050781,4.617905616760254,0.9591887593269348,19.168622970581055,0.9748783111572266,14.673572540283203,0.9720638394355774,10.316020011901855,0.9685463309288025,8.29041862487793,0.9635512828826904,10.300789833068848,17179869184,2147483648,8451092480,432537600
99,1697705176505,0,0,0,0,0,0,0,0,0,0,0,0,39,38,37,38,37,37,24.435964584350586,0.9752929210662842,4.617873191833496,0.9591819643974304,19.16854476928711,0.9748715162277222,14.673480033874512,0.9720569252967834,10.315947532653809,0.9685395359992981,8.290359497070313,0.963544487953186,10.300789833068848,17179869184,2147483648,8450990080,432537600
100,1697705176605,0,0,0,0,0,0,0,0,0,0,0,0,39,38,37,38,37,37,24.435863494873047,0.9752861261367798,4.617840766906738,0.9591752886772156,19.16840934753418,0.9748646020889282,14.673377990722656,0.972050130367279,10.315875053405762,0.9685327410697937,8.290301322937012,0.9635376930236816,10.300789833068848,17179869184,2147483648,8450990080,432537600
104,1697705176706,0,0,0,0,0,0,0,0,0,0,0,0,39,38,37,38,37,37,24.435972213745117,0.9752792119979858,4.6178083419799805,0.9591684937477112,19.168289184570313,0.9748570919036865,14.673274993896484,0.9720432758331299,10.315802574157715,0.9685259461402893,8.290243148803711,0.9635308980941772,10.746212005615234,17179869184,2147483648,8450990080,432537600
100,1697705176811,0,0,0,0,0,0,0,0,0,0,0,0,39,38,37,38,37,37,24.435853958129883,0.9752723574638367,4.617775917053223,0.959161102771759,19.168140411376953,0.9748501777648926,14.6731595993042,0.972035825252533,10.315722465515137,0.9685183763504028,8.290179252624512,0.9635234475135803,10.746212005615234,17179869184,2147483648,8450990080,432537600
104,1697705176912,0,0,0,0,0,0,0,0,0,0,0,0,39,38,37,38,37,37,24.43575096130371,0.9752655625343323,4.617740154266357,0.9591543078422546,19.168004989624023,0.9748433828353882,14.673057556152344,0.972028911113739,10.315712928771973,0.9685115814208984,8.290120124816895,0.9635167121887207,10.746212005615234,17179869184,2147483648,8450990080,432537600
104,1697705177017,0,0,0,0,0,0,0,0,0,0,0,0,39,38,37,38,37,37,24.435649871826172,0.9752579927444458,4.617707252502441,0.9591468572616577,19.167869567871094,0.9748358130455017,14.672944068908691,0.9720221161842346,10.315640449523926,0.9685041308403015,8.290061950683594,0.963509202003479,10.746212005615234,17179869184,2147483648,8450990080,432537600
