Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1697704717488,1990.094497680664,4125,0,1.275,28895.924102783203,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4324679680,0
112,1697704717488,1990.139389038086,4150,0,1.3,28896.31640625,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4427968512,0
109,1697704717602,1944.1734161376953,4250,0,1.34375,28898.682815551758,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4476583936,0
107,1697704717711,2392.3084869384766,3525,0,1.0375,28899.665328979492,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4477083648,0
108,1697704717819,2335.5919189453125,3525,0,1.05625,28900.480407714844,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4476747776,0
107,1697704717928,2392.369873046875,3525,0,1.0375,28901.44337463379,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4475645952,0
108,1697704718036,2392.3978118896484,3525,0,1.0375,28902.164093017578,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4475555840,0
110,1697704718145,2392.4261627197266,3525,0,1.0375,28902.90966796875,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4475645952,0
110,1697704718256,2182.4131927490234,3525,0,1.05625,28903.671478271484,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4475891712,0
107,1697704718366,2392.4730224609375,3525,0,1.0375,28904.42027282715,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4475838464,0
109,1697704718473,2182.4554443359375,3525,0,1.05625,28905.134201049805,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4477276160,0
108,1697704718583,2392.5154876708984,3525,0,1.0375,28905.888458251953,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4476829696,0
108,1697704718692,2335.8015747070313,3525,0,1.05625,28906.66714477539,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4477792256,0
109,1697704718801,2392.560028076172,3525,0,1.0375,28907.493362426758,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4475482112,0
108,1697704718911,1944.312973022461,3525,0,1.0375,28908.23731994629,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4475138048,0
108,1697704719020,1944.323715209961,3525,0,1.0375,28908.99005126953,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4474781696,0
108,1697704719129,2392.630599975586,3525,0,1.0375,28909.726470947266,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4474564608,0
109,1697704719238,2335.840621948242,3525,0,1.05625,28910.4990234375,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4474425344,0
108,1697704719347,1990.8047943115234,3525,0,1.03125,28911.24574279785,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4474032128,0
108,1697704719456,1944.3583221435547,3525,0,1.0375,28911.975875854492,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4473724928,0
108,1697704719565,2029.210205078125,3525,0,1.0375,28912.797302246094,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4474937344,0
109,1697704719673,2392.7473907470703,3525,0,1.0375,28913.66339111328,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4481052672,0
108,1697704719783,2392.7828674316406,3525,0,1.0375,28914.515029907227,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4481798144,0
