Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1697704597501,2009.9363861083984,4150,0,1.325,28275.173614501953,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4322115584,0
110,1697704597502,1923.8776550292969,4125,0,1.30625,28276.104202270508,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4387393536,0
109,1697704597612,1956.6542205810547,3340,0,0.9812500000000001,28280.02995300293,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4435509248,0
109,1697704597722,2317.9019470214844,3525,0,1.05625,28281.794219970703,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4459360256,0
109,1697704597832,2355.9452209472656,3525,0,1.0375,28282.67317199707,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4460187648,0
109,1697704597942,2355.9862060546875,3525,0,1.0375,28283.49644470215,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4460232704,0
108,1697704598051,2356.0101470947266,3525,0,1.0375,28284.24639892578,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4460789760,0
109,1697704598160,1924.4803161621094,3525,0,1.0375,28284.966705322266,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4460703744,0
109,1697704598270,2356.0479278564453,3525,0,1.0375,28285.7120513916,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4460736512,0
107,1697704598379,2010.6176452636719,3525,0,1.0375,28286.514755249023,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4475633664,0
108,1697704598486,1956.9810485839844,3525,0,1.03125,28287.21290588379,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4475367424,0
109,1697704598595,2356.115493774414,3525,0,1.0375,28288.03089904785,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4475174912,0
109,1697704598704,2356.1399841308594,3525,0,1.0375,28288.810760498047,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4474904576,0
108,1697704598814,2356.162643432617,3525,0,1.0375,28289.564743041992,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4470472704,0
109,1697704598923,2356.186508178711,3525,0,1.0375,28290.327178955078,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4470222848,0
107,1697704599033,1957.1250305175781,3525,0,1.03125,28291.11212158203,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4469989376,0
108,1697704599141,2356.237060546875,3525,0,1.0375,28291.87126159668,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4469735424,0
108,1697704599250,2141.1763916015625,3525,0,1.05625,28292.663696289063,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4469530624,0
109,1697704599359,1957.2100219726563,3525,0,1.03125,28293.43083190918,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4471848960,0
109,1697704599468,2356.309036254883,3525,0,1.0375,28294.16407775879,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4471554048,0
