Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1697704197609,2229.653518676758,4125,0,1.30625,26158.016204833984,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4140843008,0
103,1697704197609,1855.8680877685547,4125,0,1.3125,26158.8673248291,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4232425472,0
100,1697704197714,2230.0289916992188,4250,0,1.35625,26161.36460876465,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4297584640,0
100,1697704197814,1945.7369384765625,3525,0,1.0375,26162.44627380371,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4298551296,0
100,1697704197915,2230.1586151123047,3525,0,1.0375,26163.22560119629,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4298862592,0
107,1697704198016,1856.2360229492188,3525,0,1.0437500000000002,26163.898681640625,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4298756096,0
107,1697704198124,2253.969467163086,3525,0,1.05625,26164.581344604492,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4295614464,0
119,1697704198232,1856.2555541992188,3525,0,1.0437500000000002,26165.266006469727,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4295798784,0
123,1697704198352,1830.2452545166016,3525,0,1.03125,26166.039672851563,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4296749056,0
107,1697704198475,1830.2735900878906,3525,0,1.03125,26166.81983947754,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4296892416,0
118,1697704198583,2230.2899017333984,3525,0,1.0375,26167.785064697266,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4307062784,0
103,1697704198702,1830.3279113769531,2820,1,0.8625,26168.51254272461,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4305981440,0
101,1697704198806,2254.024612426758,3525,0,1.05625,26169.180587768555,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4301381632,0
108,1697704198907,2230.3680877685547,3525,0,1.0375,26169.798568725586,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4300533760,0
108,1697704199015,1830.3980255126953,3525,0,1.03125,26170.495574951172,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4300169216,0
117,1697704199124,1830.4287872314453,3525,0,1.03125,26171.189346313477,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4299800576,0
116,1697704199241,1990.4116516113281,3525,0,1.03125,26171.904739379883,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4299436032,0
114,1697704199358,1856.4373016357422,3525,0,1.0437500000000002,26172.587982177734,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4299071488,0
101,1697704199473,2230.461456298828,3525,0,1.0375,26173.395797729492,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4298678272,0
107,1697704199574,2230.4853515625,3525,0,1.0375,26174.058868408203,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4298301440,0
112,1697704199682,1830.5545806884766,2820,1,0.8625,26174.787963867188,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4301545472,0
104,1697704199795,2254.1087188720703,3525,0,1.05625,26175.60873413086,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4303687680,0
104,1697704199900,1990.7816009521484,4150,0,1.34375,26178.6251373291,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4329807872,0
102,1697704200005,1831.0034790039063,3525,0,1.03125,26180.096969604492,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4338753536,0
101,1697704200107,1831.059799194336,3525,0,1.03125,26181.100372314453,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4336181248,0
103,1697704200209,1990.9698944091797,3525,0,1.0375,26181.902465820313,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4346953728,0
101,1697704200313,2231.070083618164,3525,0,1.0125000000000002,26182.281845092773,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4346601472,0
104,1697704200415,2231.0860595703125,3525,0,1.0375,26182.712036132813,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4346159104,0
114,1697704200520,1857.0761260986328,3525,0,1.0437500000000002,26183.242462158203,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4345810944,0
105,1697704200635,1857.083755493164,2820,1,0.875,26183.8009185791,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4346912768,0
128,1697704200741,1831.1566925048828,3525,0,1.03125,26184.305145263672,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4345589760,0
102,1697704200870,1857.1034545898438,3525,0,1.01875,26184.8955078125,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4344995840,0
102,1697704200972,2231.168960571289,3525,0,1.0125000000000002,26185.382858276367,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4343320576,0
108,1697704201075,2231.182144165039,3525,0,1.0125000000000002,26185.897186279297,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4341678080,0
111,1697704201183,2254.6539459228516,3525,0,1.0375,26186.453033447266,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4343234560,0
110,1697704201295,2231.21630859375,3525,0,1.0375,26186.90773010254,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4342845440,0
103,1697704201406,1946.5005493164063,3525,0,1.0375,26187.42121887207,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4342480896,0
113,1697704201510,2231.533889770508,4250,0,1.34375,26189.67205810547,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4344512512,0
106,1697704201624,2254.809051513672,3525,0,1.0375,26190.216384887695,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4344066048,0
103,1697704201730,1946.663818359375,3525,0,1.0125000000000002,26190.826171875,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4350021632,0
102,1697704201834,1991.4708404541016,3525,0,1.03125,26191.447036743164,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4349763584,0
112,1697704201936,1991.5001678466797,3525,0,1.03125,26192.053466796875,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4348739584,0
105,1697704202049,1857.4472045898438,3525,0,1.0437500000000002,26192.62159729004,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4348448768,0
103,1697704202154,1857.4632873535156,3525,0,1.0437500000000002,26193.228775024414,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4348260352,0
101,1697704202258,1857.4761047363281,3525,0,1.01875,26193.6495513916,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4347891712,0
104,1697704202360,2231.636505126953,3525,0,1.0125000000000002,26194.142959594727,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4347469824,0
112,1697704202465,1991.589859008789,3525,0,1.03125,26194.6580657959,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4346998784,0
112,1697704202578,1991.623794555664,3525,0,1.05625,26195.205642700195,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4346585088,0
116,1697704202691,1857.5059509277344,3525,0,1.0437500000000002,26195.748489379883,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4346228736,0
125,1697704202807,2231.7022247314453,3525,0,1.0375,26196.247512817383,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4345819136,0
115,1697704202933,1857.52685546875,3525,0,1.01875,26196.77555847168,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4345470976,0
116,1697704203049,2254.932830810547,3525,0,1.05625,26197.24935913086,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4345102336,0
