Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1697704677439,1979.2122802734375,4125,0,1.275,28697.386444091797,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4329811968,0
109,1697704677440,2380.4146423339844,4150,0,1.31875,28698.459915161133,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4409872384,0
109,1697704677550,2380.7767486572266,3525,0,1.0375,28701.2801361084,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4458119168,0
107,1697704677660,2380.902084350586,2820,1,0.86875,28702.78564453125,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4466073600,0
109,1697704677768,2380.9530639648438,3525,0,1.0375,28703.643447875977,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4466057216,0
109,1697704677878,2380.993148803711,3525,0,1.0375,28704.49789428711,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4463652864,0
108,1697704677988,2381.0174713134766,3525,0,1.0375,28705.31770324707,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4479295488,0
109,1697704678096,2381.037063598633,3525,0,1.0375,28706.063232421875,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4479238144,0
108,1697704678206,2381.0667724609375,2820,1,0.86875,28706.8455657959,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4479213568,0
109,1697704678314,2330.3623046875,3525,0,1.05625,28707.739379882813,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4478509056,0
110,1697704678424,1938.6934204101563,3525,0,1.01875,28708.471572875977,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4478042112,0
109,1697704678535,2023.90087890625,2820,1,0.86875,28709.20475769043,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4477456384,0
108,1697704678645,1938.7158508300781,3525,0,1.0375,28709.98260498047,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4474572800,0
108,1697704678754,2381.1807861328125,3525,0,1.0375,28710.716033935547,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4474314752,0
110,1697704678863,1938.7388610839844,3525,0,1.0375,28711.43911743164,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4474007552,0
107,1697704678973,2381.230758666992,3525,0,1.0375,28712.210037231445,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4477489152,0
107,1697704679081,2381.2511291503906,3525,0,1.0375,28712.92465209961,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4477186048,0
110,1697704679189,1938.7630920410156,3525,0,1.0375,28713.652130126953,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4476866560,0
107,1697704679299,2381.2984008789063,3525,0,1.0375,28714.46371459961,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4476477440,0
110,1697704679407,2381.3248443603516,3525,0,1.0375,28715.175338745117,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4476153856,0
109,1697704679518,2381.3589630126953,3525,0,1.0375,28715.995895385742,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4475842560,0
106,1697704679628,1980.3031921386719,3525,0,1.03125,28716.78009033203,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4476583936,0
107,1697704679734,2381.417434692383,3525,0,1.0375,28717.539337158203,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4477349888,0
107,1697704679842,2381.453659057617,3525,0,1.0375,28718.31463623047,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4476989440,0
109,1697704679950,1980.4460754394531,3525,0,1.03125,28719.576568603516,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4487577600,0
109,1697704680060,2381.7750701904297,4250,0,1.33125,28722.586013793945,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4510359552,0
109,1697704680169,2381.8842163085938,3525,0,1.0375,28724.056671142578,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4511944704,0
109,1697704680279,2169.3267517089844,3525,0,1.05625,28724.90170288086,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4511961088,0
108,1697704680388,1980.9839324951172,3525,0,1.03125,28725.65069580078,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4511711232,0
110,1697704680498,2381.9810485839844,3525,0,1.0125000000000002,28726.3927154541,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4511502336,0
110,1697704680608,1939.2267303466797,3525,0,1.0375,28726.962310791016,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4510560256,0
111,1697704680719,1939.2387237548828,3525,0,1.0375,28727.57891845703,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4522033152,0
109,1697704680830,2382.059097290039,3525,0,1.0125000000000002,28728.111419677734,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4521869312,0
108,1697704680940,2382.0836181640625,3525,0,1.0125000000000002,28728.643920898438,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4520366080,0
110,1697704681049,2169.509506225586,3525,0,1.03125,28729.282501220703,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4520583168,0
110,1697704681160,2382.141342163086,3525,0,1.0125000000000002,28729.819305419922,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4520112128,0
110,1697704681270,2382.177536010742,3525,0,1.0125000000000002,28730.390579223633,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4519673856,0
110,1697704681380,2169.5781860351563,3525,0,1.03125,28730.89471435547,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4519116800,0
109,1697704681491,2331.2333984375,3525,0,1.05625,28731.379348754883,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4518608896,0
110,1697704681600,2169.6612396240234,3525,0,1.03125,28731.850158691406,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4518252544,0
111,1697704681711,2331.263397216797,3525,0,1.0375,28732.24429321289,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4517920768,0
109,1697704681822,1981.4214477539063,4250,0,1.3125,28734.456100463867,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4523347968,0
110,1697704681932,1981.4631958007813,3525,0,1.03125,28735.192916870117,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4519174144,0
109,1697704682043,1939.6393280029297,3525,0,1.01875,28735.839447021484,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4517826560,0
108,1697704682153,2382.570327758789,3525,0,1.0125000000000002,28736.463745117188,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4517494784,0
110,1697704682262,2382.6051177978516,3525,0,1.0125000000000002,28737.070693969727,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4517187584,0
109,1697704682372,1939.698486328125,3525,0,1.0375,28737.635528564453,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4517171200,0
