Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1697704177445,1823.3125305175781,3320.0000000000005,0,0.9812500000000001,26048.453323364258,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4143177728,0
103,1697704177446,1823.341796875,4150,0,1.29375,26048.692932128906,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4217233408,0
102,1697704177550,1851.208267211914,4225,0,1.35,26052.826873779297,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4282937344,0
106,1697704177652,2223.902099609375,4250,0,1.34375,26054.853393554688,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4297035776,0
115,1697704177758,2223.973648071289,3525,0,1.0375,26055.791748046875,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4296441856,0
108,1697704177874,1851.412368774414,3525,0,1.0437500000000002,26056.641036987305,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4307767296,0
116,1697704177983,1984.8279876708984,3525,0,1.05625,26057.32698059082,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4307447808,0
115,1697704178100,1851.4372100830078,3525,0,1.0437500000000002,26058.0263671875,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4307070976,0
108,1697704178216,2224.0713806152344,3525,0,1.0375,26058.72981262207,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4306694144,0
108,1697704178324,1824.2008209228516,3525,0,1.03125,26059.43943786621,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4306341888,0
116,1697704178432,1984.9225311279297,3525,0,1.05625,26060.10484313965,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4305498112,0
115,1697704178549,1824.258071899414,3525,0,1.03125,26060.858947753906,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4305031168,0
101,1697704178665,2224.1546936035156,3525,0,1.0375,26061.65104675293,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4297404416,0
115,1697704178766,2224.1729125976563,3525,0,1.0375,26062.27000427246,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4296761344,0
108,1697704178882,1985.0289459228516,3525,0,1.05625,26063.040161132813,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4300992512,0
117,1697704178991,1985.0513000488281,3525,0,1.05625,26063.805267333984,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4300537856,0
106,1697704179109,2224.2373046875,3525,0,1.0375,26064.520080566406,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4300165120,0
107,1697704179216,1824.417251586914,3525,0,1.03125,26065.174285888672,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4299763712,0
116,1697704179323,1985.1158294677734,3525,0,1.05625,26065.8136138916,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4299407360,0
102,1697704179440,2224.2935180664063,3525,0,1.0375,26066.537155151367,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4299018240,0
105,1697704179543,2224.3102111816406,3525,0,1.0375,26067.16325378418,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4298653696,0
110,1697704179648,1824.5271453857422,3525,0,1.03125,26067.890090942383,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4300574720,0
102,1697704179758,2250.44287109375,4250,0,1.35625,26069.599380493164,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4326154240,0
102,1697704179861,1825.0751342773438,4250,0,1.31875,26072.89730834961,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4332945408,0
102,1697704179963,1985.6497344970703,4250,0,1.3625,26075.764190673828,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4346503168,0
119,1697704180066,2225.639129638672,3525,0,1.0375,26077.32063293457,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4342255616,0
118,1697704180185,2225.650909423828,3525,0,1.0125000000000002,26077.874099731445,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4346544128,0
110,1697704180304,2225.675735473633,3525,0,1.0125000000000002,26078.484146118164,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4345716736,0
120,1697704180414,1825.5440673828125,3525,0,1.00625,26079.021392822266,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4345348096,0
100,1697704180535,1943.1605834960938,3525,0,1.0125000000000002,26079.620193481445,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4344983552,0
102,1697704180636,1985.8369598388672,3525,0,1.03125,26079.993774414063,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4344262656,0
101,1697704180739,2225.739273071289,3525,0,1.0375,26080.383239746094,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4343742464,0
102,1697704180841,2225.75244140625,3525,0,1.0125000000000002,26080.832275390625,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4341796864,0
105,1697704180943,2225.768539428711,3525,0,1.0375,26081.305130004883,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4346130432,0
116,1697704181049,2225.7905883789063,3525,0,1.0125000000000002,26081.788772583008,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4345217024,0
127,1697704181166,2225.816619873047,3525,0,1.0125000000000002,26082.33561706543,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4345741312,0
115,1697704181294,2225.833236694336,3525,0,1.0125000000000002,26082.902740478516,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4345360384,0
104,1697704181409,1825.7032623291016,3525,0,1.03125,26083.43748474121,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4345663488,0
102,1697704181515,2251.4566955566406,4250,0,1.35625,26086.13410949707,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4346966016,0
109,1697704181617,1852.8036346435547,2820,1,0.875,26086.745010375977,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4346753024,0
108,1697704181727,2226.466339111328,3525,0,1.0375,26087.362533569336,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4344471552,0
107,1697704181835,1943.5491333007813,3525,0,1.0125000000000002,26087.959411621094,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4343980032,0
100,1697704181943,2226.4927368164063,3525,0,1.0375,26088.562728881836,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4350763008,0
103,1697704182044,2226.5216522216797,3525,0,1.0375,26089.11457824707,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4350324736,0
105,1697704182147,1986.4369659423828,3525,0,1.05625,26089.629119873047,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4349960192,0
100,1697704182253,1852.8602600097656,3525,0,1.0437500000000002,26090.07977294922,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4350160896,0
102,1697704182354,2226.5428161621094,2820,1,0.86875,26090.499267578125,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4349792256,0
108,1697704182457,2226.569564819336,3525,0,1.0375,26091.009735107422,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4349341696,0
