Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE10_ENERGY (J),CORE10_FREQ (MHZ),CORE10_PSTATE,CORE10_VOLT (V),CORE11_ENERGY (J),CORE11_FREQ (MHZ),CORE11_PSTATE,CORE11_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CORE8_ENERGY (J),CORE8_FREQ (MHZ),CORE8_PSTATE,CORE8_VOLT (V),CORE9_ENERGY (J),CORE9_FREQ (MHZ),CORE9_PSTATE,CORE9_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1697707920906,1442.592041015625,4700,1,0.29374999999999996,1112.5018310546875,4700,1,0.29374999999999996,2308.1114501953125,4700,1,0.29374999999999996,1548.1246948242188,4700,1,0.29374999999999996,2127.138458251953,4700,1,0.29374999999999996,1491.0675354003906,4700,1,0.29374999999999996,1404.5479888916016,4700,1,0.29374999999999996,1882.531982421875,4700,1,0.29374999999999996,1640.0875396728516,4700,1,0.29374999999999996,1677.6119995117188,4700,1,0.29374999999999996,1690.6219787597656,4700,1,0.29374999999999996,1384.7662200927734,4700,1,0.29374999999999996,2927869.347137451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66481061888,2147479552,6323253248,0
99,1697707920906,1442.5921783447266,4700,1,0.30000000000000004,1112.5165252685547,4700,1,0.30000000000000004,2308.111587524414,4700,1,0.30000000000000004,1548.1248321533203,4700,1,0.30000000000000004,2127.1385955810547,4700,1,0.30000000000000004,1491.0676727294922,4700,1,0.30000000000000004,1404.5481262207031,4700,1,0.30000000000000004,1882.5321197509766,4700,1,0.30000000000000004,1640.087631225586,4700,1,0.30000000000000004,1677.6120910644531,4700,1,0.30000000000000004,1690.6220703125,4700,1,0.30000000000000004,1384.766586303711,4700,1,0.30000000000000004,2927869.4598846436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66481061888,2147479552,6323253248,0
99,1697707921007,1442.5929870605469,4700,1,0.30000000000000004,1112.5378112792969,4700,1,0.30000000000000004,2308.1124267578125,4700,1,0.30000000000000004,1548.1256408691406,4700,1,0.30000000000000004,2127.139404296875,4700,1,0.30000000000000004,1491.0711059570313,4700,1,0.30000000000000004,1404.5489349365234,4700,1,0.30000000000000004,1882.5329284667969,4700,1,0.30000000000000004,1640.0880584716797,4700,1,0.30000000000000004,1677.6144104003906,4700,1,0.30000000000000004,1690.6224975585938,4700,1,0.30000000000000004,1384.7670135498047,4700,1,0.30000000000000004,2927871.564163208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66481061888,2147479552,6323253248,0
99,1697707921107,1442.5943908691406,4700,1,0.30000000000000004,1112.5510864257813,4700,1,0.30000000000000004,2308.1136474609375,4700,1,0.30000000000000004,1548.1270599365234,4700,1,0.30000000000000004,2127.1407012939453,4700,1,0.30000000000000004,1491.0724029541016,4700,1,0.30000000000000004,1404.5525512695313,4700,1,0.30000000000000004,1882.534683227539,4700,1,0.30000000000000004,1640.0887756347656,4700,1,0.30000000000000004,1677.6157836914063,4700,1,0.30000000000000004,1690.6231689453125,4700,1,0.30000000000000004,1384.7677764892578,4700,1,0.30000000000000004,2927873.691467285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66481061888,2147479552,6323253248,0
99,1697707921207,1442.596450805664,4700,1,0.30000000000000004,1112.5739440917969,4700,1,0.29374999999999996,2308.125274658203,4700,1,0.29374999999999996,1548.1290893554688,4700,1,0.30000000000000004,2127.1427307128906,4700,1,0.30000000000000004,1491.0749053955078,4700,1,0.30000000000000004,1404.5545806884766,4700,1,0.30000000000000004,1882.5379943847656,4700,1,0.30000000000000004,1640.1105041503906,4700,1,0.30000000000000004,1677.6208038330078,4700,1,0.30000000000000004,1690.6260681152344,4700,1,0.30000000000000004,1384.7688751220703,4700,1,0.29374999999999996,2927876.339248657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66481061888,2147479552,6323253248,0
99,1697707921308,1442.5980072021484,4700,1,0.29374999999999996,1112.5929260253906,4700,1,0.30000000000000004,2308.126739501953,4700,1,0.30000000000000004,1548.130599975586,4700,1,0.29374999999999996,2127.1463928222656,4700,1,0.29374999999999996,1491.076431274414,4700,1,0.29374999999999996,1404.5561065673828,4700,1,0.29374999999999996,1882.539794921875,4700,1,0.29374999999999996,1640.1112365722656,4700,1,0.30000000000000004,1677.6221008300781,4700,1,0.30000000000000004,1690.6268005371094,4700,1,0.30000000000000004,1384.7696075439453,4700,1,0.30000000000000004,2927878.6587524414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66481061888,2147479552,6323253248,0
99,1697707921408,1442.5990447998047,4700,1,0.29374999999999996,1112.610122680664,4700,1,0.30000000000000004,2308.136993408203,4700,1,0.30000000000000004,1548.1315460205078,4700,1,0.29374999999999996,2127.1473083496094,4700,1,0.29374999999999996,1491.0796661376953,4700,1,0.30000000000000004,1404.5570220947266,4700,1,0.30000000000000004,1882.5407104492188,4700,1,0.30000000000000004,1640.1117095947266,4700,1,0.30000000000000004,1677.6226196289063,4700,1,0.30000000000000004,1690.6272735595703,4700,1,0.30000000000000004,1384.7703704833984,4700,1,0.30000000000000004,2927880.7325439453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66481061888,2147479552,6323253248,0
99,1697707921508,1442.5999298095703,4700,1,0.30000000000000004,1112.627944946289,4700,1,0.30000000000000004,2308.1383514404297,4700,1,0.30000000000000004,1548.1324005126953,4700,1,0.30000000000000004,2127.1502227783203,4700,1,0.30000000000000004,1491.08056640625,4700,1,0.30000000000000004,1404.557876586914,4700,1,0.30000000000000004,1882.5421905517578,4700,1,0.30000000000000004,1640.113052368164,4700,1,0.30000000000000004,1677.6231231689453,4700,1,0.30000000000000004,1690.629379272461,4700,1,0.30000000000000004,1384.7726593017578,4700,1,0.30000000000000004,2927882.783935547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66481061888,2147479552,6323253248,0
99,1697707921609,1442.6260681152344,4700,1,0.29374999999999996,1112.6628112792969,4700,1,0.29374999999999996,2308.154754638672,4700,1,0.29374999999999996,1548.1604919433594,4700,1,0.29374999999999996,2127.1697998046875,4700,1,0.29374999999999996,1491.1033630371094,4700,1,0.29374999999999996,1404.583755493164,4700,1,0.29374999999999996,1882.5680389404297,4700,1,0.29374999999999996,1640.1340637207031,4700,1,0.29374999999999996,1677.639663696289,4700,1,0.29374999999999996,1690.6529235839844,4700,1,0.29374999999999996,1384.7852935791016,4700,1,0.29374999999999996,2927885.322052002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66481061888,2147479552,6317948928,0
99,1697707921709,1442.6610412597656,4700,1,0.29374999999999996,1112.69384765625,4700,1,0.30000000000000004,2308.1674194335938,4700,1,0.30000000000000004,1548.184814453125,4700,1,0.29374999999999996,2127.2079162597656,4700,1,0.30000000000000004,1491.1278533935547,4700,1,0.30000000000000004,1404.5990905761719,4700,1,0.30000000000000004,1882.597885131836,4700,1,0.30000000000000004,1640.1557312011719,4700,1,0.30000000000000004,1677.6541442871094,4700,1,0.30000000000000004,1690.6671295166016,4700,1,0.30000000000000004,1384.8105010986328,4700,1,0.30000000000000004,2927887.9175567627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66481061888,2147479552,6318206976,0
