Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1697705156085,0,0,0,0,0,0,0,0,0,0,0,0,39,38,37,37,37,36,24.448715209960938,0.9745837450027466,4.617615222930908,0.9584489464759827,19.18136978149414,0.9740911722183228,14.684246063232422,0.9713424444198608,10.322060585021973,0.967678964138031,8.294543266296387,0.9627465009689331,10.124205589294434,17179869184,2147483648,8432893952,432537600
99,1697705156085,0,0,0,0,0,0,0,0,0,0,0,0,39,38,37,37,37,36,24.448715209960938,0.974583089351654,4.617612361907959,0.9584481716156006,19.181411743164063,0.9740905165672302,14.684354782104492,0.9713416695594788,10.322046279907227,0.9676783084869385,8.294537544250488,0.9627458453178406,10.124205589294434,17179869184,2147483648,8433631232,432537600
99,1697705156185,0,0,0,0,0,0,0,0,0,0,0,0,41,44,38,40,37,37,24.44896697998047,0.9745761752128601,4.617647171020508,0.9584414958953857,19.18155860900879,0.9740836024284363,14.684402465820313,0.9713348746299744,10.322051048278809,0.9676714539527893,8.294549942016602,0.9627390503883362,10.124205589294434,17179869184,2147483648,8453197824,432537600
101,1697705156285,0,0,0,0,0,0,0,0,0,0,0,0,41,44,38,40,37,37,24.449129104614258,0.9745692610740662,4.617688179016113,0.9584347009658813,19.18177604675293,0.9740768074989319,14.684651374816895,0.9713280200958252,10.32225227355957,0.9677343964576721,8.294696807861328,0.9627322554588318,10.124205589294434,17179869184,2147483648,8468271104,432537600
103,1697705156387,0,0,0,0,0,0,0,0,0,0,0,0,41,44,38,40,37,37,24.4495906829834,0.9747026562690735,4.618289470672607,0.9586386680603027,19.182275772094727,0.9742799401283264,14.685042381286621,0.9713916182518005,10.322821617126465,0.9677987694740295,8.295201301574707,0.9627966284751892,10.124205589294434,17179869184,2147483648,8541974528,432537600
103,1697705156491,0,0,0,0,0,0,0,0,0,0,0,0,41,44,38,40,37,37,24.450054168701172,0.9749776721000671,4.61889123916626,0.9589137434959412,19.182830810546875,0.9745548367500305,14.68564224243164,0.9717363715171814,10.323383331298828,0.9681435227394104,8.295777320861816,0.9632112383842468,10.124205589294434,17179869184,2147483648,8650514432,432537600
102,1697705156594,0,0,0,0,0,0,0,0,0,0,0,0,41,44,38,40,37,37,24.450515747070313,0.9749707579612732,4.619349002838135,0.958977460861206,19.183259963989258,0.9745486974716187,14.686092376708984,0.9717302322387695,10.323796272277832,0.9682769775390625,8.296282768249512,0.9632749557495117,10.124205589294434,17179869184,2147483648,8684216320,432537600
99,1697705156697,0,0,0,0,0,0,0,0,0,0,0,0,41,44,38,40,37,37,24.450889587402344,0.9751041531562805,4.619739055633545,0.9590405225753784,19.183687210083008,0.9746814370155334,14.686483383178711,0.9717931747436523,10.324209213256836,0.9682708382606506,8.29650592803955,0.9632688164710999,11.745307922363281,17179869184,2147483648,8727871488,432537600
100,1697705156798,0,0,0,0,0,0,0,0,0,0,0,0,41,44,38,40,37,37,24.4514217376709,0.9755904674530029,4.620408058166504,0.9596678614616394,19.184314727783203,0.9751684069633484,14.687145233154297,0.9723500609397888,10.324840545654297,0.9688276648521423,8.297216415405273,0.9639652371406555,11.745307922363281,17179869184,2147483648,8806600704,432537600
101,1697705156898,0,0,0,0,0,0,0,0,0,0,0,0,41,44,38,40,37,37,24.45174217224121,0.9757949709892273,4.620942115783691,0.9598020315170288,19.184728622436523,0.9753729104995728,14.6876859664917,0.9725545644760132,10.325331687927246,0.969102680683136,8.297657012939453,0.9641001224517822,11.745307922363281,17179869184,2147483648,8806600704,432537600
99,1697705157000,0,0,0,0,0,0,0,0,0,0,0,0,41,44,38,40,37,37,24.452062606811523,0.9758586287498474,4.621191501617432,0.9598657488822937,19.185029983520508,0.9754365086555481,14.687994003295898,0.9726181626319885,10.325815200805664,0.9690958857536316,8.297951698303223,0.9642335772514343,11.745307922363281,17179869184,2147483648,8806600704,432537600
