Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1697705015398,0,0,0,0,0,0,0,0,0,0,0,0,39,40,37,39,38,37,24.588193893432617,0.9795730113983154,4.647695064544678,0.9625656604766846,19.32543182373047,0.9790043234825134,14.8010892868042,0.9759441018104553,10.40228271484375,0.9721727967262268,8.357524871826172,0.9670485854148865,10.080967903137207,17179869184,2147483648,8453648384,432537600
100,1697705015399,0,0,0,0,0,0,0,0,0,0,0,0,39,40,37,39,38,37,24.588300704956055,0.9795723557472229,4.64769172668457,0.9625648856163025,19.32541847229004,0.9790029525756836,14.801139831542969,0.9759433269500732,10.402276039123535,0.972171425819397,8.357519149780273,0.967047929763794,10.080967903137207,17179869184,2147483648,8454397952,432537600
104,1697705015500,0,0,0,0,0,0,0,0,0,0,0,0,39,40,37,39,38,37,24.58842658996582,0.9795653820037842,4.6476593017578125,0.9625580906867981,19.325565338134766,0.9789959788322449,14.801258087158203,0.9759364724159241,10.4024076461792,0.972164511680603,8.357524871826172,0.967041015625,10.080967903137207,17179869184,2147483648,8474251264,432537600
101,1697705015605,0,0,0,0,0,0,0,0,0,0,0,0,39,40,37,39,38,37,24.58878517150879,0.9795583486557007,4.648046016693115,0.9625505805015564,19.325855255126953,0.9789890646934509,14.801568984985352,0.9759288430213928,10.402618408203125,0.9721575975418091,8.357821464538574,0.9671039581298828,10.080967903137207,17179869184,2147483648,8474251264,432537600
102,1697705015706,0,0,0,0,0,0,0,0,0,0,0,0,39,40,37,39,38,37,24.589250564575195,0.9797642230987549,4.648657321929932,0.962898850440979,19.326416015625,0.9791243672370911,14.802103996276855,0.9761353731155396,10.40324878692627,0.9724345803260803,8.358467102050781,0.9673113226890564,10.476622581481934,17179869184,2147483648,8474251264,432537600
102,1697705015809,0,0,0,0,0,0,0,0,0,0,0,0,39,40,37,39,38,37,24.58978843688965,0.9801130890846252,4.649332046508789,0.9633196592330933,19.32691764831543,0.9795444011688232,14.80270004272461,0.9765554070472717,10.403751373291016,0.972854733467102,8.359054565429688,0.9677314162254333,10.476622581481934,17179869184,2147483648,8474251264,432537600
101,1697705015911,0,0,0,0,0,0,0,0,0,0,0,0,39,40,37,39,38,37,24.589969635009766,0.9801061153411865,4.64958381652832,0.9633833765983582,19.327293395996094,0.9795374274253845,14.803022384643555,0.9766189455986023,10.40438175201416,0.9728478193283081,8.359771728515625,0.9677245020866394,10.476622581481934,17179869184,2147483648,8474251264,432537600
100,1697705016014,0,0,0,0,0,0,0,0,0,0,0,0,39,40,37,39,38,37,24.59029197692871,0.9802407622337341,4.649977684020996,0.963447630405426,19.32769775390625,0.9796016812324524,14.803425788879395,0.9766838550567627,10.404806137084961,0.9729120135307312,8.360203742980957,0.967788815498352,10.476622581481934,17179869184,2147483648,8474251264,432537600
100,1697705016114,0,0,0,0,0,0,0,0,0,0,0,0,39,40,37,39,38,37,24.590774536132813,0.9805184602737427,4.650585174560547,0.963867723941803,19.328269958496094,0.9799498319625854,14.803960800170898,0.9770320057868958,10.40537166595459,0.9732609391212463,8.360785484313965,0.9680665135383606,10.476622581481934,17179869184,2147483648,8474251264,432537600
100,1697705016216,0,0,0,0,0,0,0,0,0,0,0,0,61,66,61,64,58,62,24.591205596923828,0.9806538224220276,4.651053428649902,0.9640032649040222,19.328645706176758,0.9800858497619629,14.804485321044922,0.9772385358810425,10.405867576599121,0.9734667539596558,8.36122989654541,0.9683429002761841,10.476622581481934,17179869184,2147483648,8474251264,432537600
