Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1697704437446,1898.3242492675781,4250,0,1.3625,27461.887084960938,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4343078912,0
114,1697704437446,1898.342269897461,4250,0,1.3125,27461.959243774414,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4338237440,0
97,1697704437573,1911.525863647461,3525,0,1.03125,27462.57357788086,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4340494336,0
108,1697704437670,2308.719009399414,3525,0,1.0125000000000002,27463.050674438477,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4342022144,0
110,1697704437779,1911.5738677978516,3525,0,1.03125,27463.438262939453,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4342493184,0
110,1697704437890,2308.755584716797,3525,0,1.0125000000000002,27463.885848999023,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4343992320,0
110,1697704438000,1987.0848999023438,3525,0,1.0125000000000002,27464.393463134766,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4342599680,0
109,1697704438111,2308.8084106445313,3525,0,1.0375,27464.867706298828,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4342890496,0
109,1697704438220,1987.0981750488281,3525,0,1.0125000000000002,27465.40379333496,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4343635968,0
110,1697704438330,2297.256393432617,3525,0,1.0375,27465.83282470703,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4343717888,0
110,1697704438440,2308.855484008789,3525,0,1.0125000000000002,27466.267654418945,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4343373824,0
108,1697704438550,2308.89599609375,3525,0,1.0125000000000002,27466.768798828125,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4342910976,0
110,1697704438660,2308.9434967041016,3525,0,1.0375,27467.230728149414,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4342661120,0
109,1697704438771,2297.3121948242188,3525,0,1.05625,27467.75958251953,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4342288384,0
109,1697704438880,2309.073013305664,3525,0,1.0375,27468.188186645508,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4341837824,0
108,1697704438990,2297.3289642333984,3525,0,1.0375,27468.634170532227,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4341571584,0
109,1697704439098,2309.1106872558594,3525,0,1.0125000000000002,27469.04051208496,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4341174272,0
109,1697704439208,2297.3743438720703,3525,0,1.05625,27469.513732910156,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4340895744,0
109,1697704439318,2309.1996154785156,3525,0,1.0125000000000002,27470.062377929688,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4340576256,0
109,1697704439428,1987.2301635742188,3525,0,1.0125000000000002,27470.48728942871,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4340219904,0
109,1697704439537,2309.2460021972656,3525,0,1.0125000000000002,27470.96173095703,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4340011008,0
110,1697704439647,2309.2700958251953,2820,1,0.86875,27471.39894104004,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4339642368,0
107,1697704439757,2297.4046020507813,3525,0,1.05625,27471.85659790039,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4339318784,0
110,1697704439865,2309.3191833496094,3525,0,1.0125000000000002,27472.373123168945,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4339097600,0
111,1697704439975,2309.3599853515625,3525,0,1.0125000000000002,27472.794006347656,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4338724864,0
110,1697704440087,2309.4019775390625,3525,0,1.0125000000000002,27473.3604888916,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4337930240,0
109,1697704440198,2309.435256958008,3525,0,1.0375,27473.81285095215,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4337598464,0
111,1697704440308,2309.4813537597656,3525,0,1.0375,27474.19676208496,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4337254400,0
110,1697704440419,2297.459930419922,3525,0,1.0375,27474.69696044922,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4337061888,0
110,1697704440530,2082.885513305664,3525,0,1.03125,27475.106536865234,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4336730112,0
110,1697704440641,2309.5704345703125,3525,0,1.0125000000000002,27475.52520751953,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4336234496,0
108,1697704440751,2082.9654541015625,3525,0,1.03125,27476.12144470215,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4336308224,0
110,1697704440861,2309.6527404785156,3525,0,1.0375,27476.68342590332,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4335939584,0
