Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1697704737489,1946.798355102539,2600,0,1.00625,29004.65997314453,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4331233280,0
106,1697704737490,1946.8105163574219,4250,0,1.34375,29004.719039916992,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4336132096,0
70,1697704737636,1995.557357788086,3525,0,1.00625,29005.525161743164,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4336357376,0
108,1697704737707,1946.8397674560547,3525,0,1.01875,29005.91468811035,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4336345088,0
108,1697704737816,1946.861068725586,3525,0,1.0375,29006.36297607422,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4334432256,0
110,1697704737925,2338.204315185547,3525,0,1.0375,29006.84341430664,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4334067712,0
110,1697704738035,2338.232177734375,3525,0,1.05625,29007.28953552246,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4333776896,0
108,1697704738146,1946.8912811279297,3525,0,1.01875,29007.728713989258,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4333477888,0
108,1697704738254,2338.255828857422,3525,0,1.0375,29008.194061279297,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4333043712,0
110,1697704738363,2031.3951416015625,3525,0,1.0125000000000002,29008.60954284668,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4332683264,0
110,1697704738473,2398.6919708251953,3525,0,1.0125000000000002,29009.031448364258,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4332314624,0
108,1697704738584,2338.279541015625,3525,0,1.0375,29009.457000732422,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4331974656,0
109,1697704738693,2338.2938385009766,3525,0,1.05625,29009.909408569336,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4331368448,0
108,1697704738802,2189.45947265625,3525,0,1.03125,29010.366485595703,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4331016192,0
110,1697704738911,2398.7632904052734,3525,0,1.0125000000000002,29010.824676513672,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4330672128,0
109,1697704739021,2398.803924560547,3525,0,1.0125000000000002,29011.240188598633,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4330348544,0
109,1697704739131,2398.8290100097656,3525,0,1.0125000000000002,29011.664672851563,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4329988096,0
110,1697704739240,2031.4517822265625,3525,0,1.0125000000000002,29012.192108154297,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4329410560,0
110,1697704739351,2398.878387451172,4250,0,1.275,29012.760818481445,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4336369664,0
109,1697704739462,2398.9039764404297,3525,0,1.0125000000000002,29013.218856811523,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4337266688,0
109,1697704739571,2338.357131958008,3525,0,1.05625,29013.65267944336,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4336906240,0
110,1697704739681,2398.958770751953,3525,0,1.0125000000000002,29014.068588256836,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4336549888,0
