Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1697704237725,2251.0343627929688,4250,0,1.3625,26449.25114440918,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4314124288,0
102,1697704237725,2251.0540771484375,4250,0,1.3625,26449.32649230957,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4318273536,0
97,1697704237840,2251.079132080078,3525,0,1.0125000000000002,26449.85041809082,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4317896704,0
111,1697704237937,2251.113006591797,3525,0,1.0125000000000002,26450.30763244629,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4317519872,0
111,1697704238049,1957.147705078125,3525,0,1.0125000000000002,26450.72019958496,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4317163520,0
109,1697704238160,2251.1539916992188,3525,0,1.0375,26451.125534057617,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4316590080,0
109,1697704238270,1847.302230834961,2600,1,0.8125,26451.59278869629,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4315762688,0
110,1697704238380,2251.220489501953,3525,0,1.0125000000000002,26451.991973876953,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4315385856,0
109,1697704238491,2251.2376861572266,3525,0,1.0125000000000002,26452.477264404297,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4315000832,0
108,1697704238601,2251.258087158203,3525,0,1.0125000000000002,26452.898895263672,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4314607616,0
109,1697704238710,1868.7976379394531,3525,0,1.01875,26453.3133392334,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4314198016,0
109,1697704238820,1957.205795288086,3525,0,1.0125000000000002,26453.70245361328,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4313821184,0
109,1697704238930,1957.2254028320313,3525,0,1.0375,26454.156036376953,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4311576576,0
111,1697704239040,2251.39794921875,3525,0,1.0125000000000002,26454.696319580078,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4311199744,0
109,1697704239151,1847.5252532958984,3525,0,1.03125,26455.15089416504,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4310593536,0
109,1697704239261,2267.5005798339844,3525,0,1.0375,26455.543548583984,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4310036480,0
109,1697704239371,2251.4691162109375,3525,0,1.0125000000000002,26455.926666259766,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4309643264,0
109,1697704239481,2251.484664916992,3525,0,1.0125000000000002,26456.325225830078,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4309245952,0
108,1697704239590,2251.510055541992,3525,0,1.0125000000000002,26456.87371826172,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4321955840,0
107,1697704239699,2251.5430450439453,3525,0,1.0375,26457.28044128418,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4321538048,0
111,1697704239807,1847.648681640625,2600,1,0.8125,26457.666778564453,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4321161216,0
111,1697704239919,2251.5831451416016,3525,0,1.0125000000000002,26458.05224609375,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,8434814976,5905580032,4320784384,0
